title,media_type,collection,wikipedia_link
Frankie Boyle Live,Comedy Special,Frankie Boyle,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
"Frankie Boyle: If I Could Reach Out Through Your TV and Strangle You, I Would",Comedy Special,Frankie Boyle,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Frankie Boyle: The Last Days of Sodom,Comedy Special,Frankie Boyle,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Frankie Boyle: Hurt Like You've Never Been Loved,Comedy Special,Frankie Boyle,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Frankie Boyle: Excited for You to See and Hate This,Comedy Special,Frankie Boyle,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Greg Davies: Firing Cheeseballs at a Dog,Comedy Special,Greg Davies,https://en.wikipedia.org/wiki/Greg_Davies#Comedy_specials
Greg Davies Live: The Back of My Mum's Head,Comedy Special,Greg Davies,https://en.wikipedia.org/wiki/Greg_Davies#Comedy_specials
Greg Davies: You Magnificent Beast,Comedy Special,Greg Davies,https://en.wikipedia.org/wiki/Greg_Davies#Comedy_specials
Ricky Gervais Live: Animals,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Animals_(2003_film)
Ricky Gervais Live 2: Politics,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Politics_(2004_film)
Ricky Gervais Live 3: Fame,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Fame_(2007_film)
Ricky Gervais: Out of England,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Ricky Gervais Live IV: Science,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Science_(film)
Ricky Gervais: Out of England 2,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Ricky Gervais: Humanity,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais:_Humanity
Ricky Gervais: SuperNature,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Ricky Gervais: Armageddon,Comedy Special,Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Chris Rock: Big Ass Jokes,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Chris_Rock:_Big_Ass_Jokes
Chris Rock: Bring the Pain,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Chris_Rock:_Bring_the_Pain
Chris Rock: Bigger & Blacker,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Bigger_%26_Blacker
Chris Rock: Never Scared,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Never_Scared
Chris Rock: Kill the Messenger,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Chris_Rock:_Kill_the_Messenger
Chris Rock: Selective Outrage,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Chris_Rock#Standup_specials
Chris Rock: Tamborine,Comedy Special,Chris Rock,https://en.wikipedia.org/wiki/Chris_Rock:_Tamborine
John Mulaney: The Top Part,Comedy Special,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney#Specials
John Mulaney: New in Town,Comedy Special,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney#Specials
John Mulaney: The Comeback Kid,Comedy Special,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney#Specials
John Mulaney: Kid Gorgeous at Radio City,Comedy Special,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney:_Kid_Gorgeous_at_Radio_City
John Mulaney: Baby J,Comedy Special,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney:_Baby_J
David Copperfield,Book,Charles Dickens,https://en.wikipedia.org/wiki/David_Copperfield
Great Expectations,Book,Charles Dickens,https://en.wikipedia.org/wiki/Great_Expectations
The Catcher in the Rye,Book,J. D. Salinger,https://en.wikipedia.org/wiki/The_Catcher_in_the_Rye
Catch-22,Book,Joseph Heller,https://en.wikipedia.org/wiki/Catch-22
Jane Eyre,Book,Charlotte Brontë,https://en.wikipedia.org/wiki/Jane_Eyre
To Kill a Mockingbird,Book,Harper Lee,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird
"Oliver Twist; or, The Parish Boy's Progress",Book,Charles Dickens,https://en.wikipedia.org/wiki/Oliver_Twist
Stay Out of the Basement,Book,R. L. Stine,https://en.wikipedia.org/wiki/Goosebumps_(original_series)#List_of_books
Say Cheese and Die!,Book,R. L. Stine,https://en.wikipedia.org/wiki/Goosebumps_(original_series)#List_of_books
Night of the Living Dummy,Book,R. L. Stine,https://en.wikipedia.org/wiki/Goosebumps_(original_series)#List_of_books
The Haunted Mask,Book,R. L. Stine,https://en.wikipedia.org/wiki/The_Haunted_Mask
One Day at HorrorLand,Book,R. L. Stine,https://en.wikipedia.org/wiki/One_Day_at_HorrorLand
The Hitchhiker's Guide to the Galaxy,Book,Douglas Adams,https://en.wikipedia.org/wiki/The_Hitchhiker%27s_Guide_to_the_Galaxy_(novel)
Holes,Book,Louis Sachar,https://en.wikipedia.org/wiki/Holes_(novel)
Of Mice and Men,Book,John Steinbeck,https://en.wikipedia.org/wiki/Of_Mice_and_Men
Jonathan Livingston Seagull: A Story,Book,Richard Bach,https://en.wikipedia.org/wiki/Jonathan_Livingston_Seagull
The Kite Runner,Book,Khaled Hosseini,https://en.wikipedia.org/wiki/The_Kite_Runner
An Inspector Calls,Book,J. B. Priestley,https://en.wikipedia.org/wiki/An_Inspector_Calls
Logicomix,Book,Apostolos Doxiadis,https://en.wikipedia.org/wiki/Logicomix
Crime and Punishment,Book,Fyodor Dostoevsky,https://en.wikipedia.org/wiki/Crime_and_Punishment
Noughts & Crosses,Book,Malorie Blackman,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Nought_and_Crosses
Knife Edge,Book,Malorie Blackman,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Knife_Edge
Checkmate,Book,Malorie Blackman,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Checkmate
Double Cross,Book,Malorie Blackman,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Double_Cross
Crossfire,Book,Malorie Blackman,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Crossfire
Endgame,Book,Malorie Blackman,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Endgame
War and Peace,Book,Leo Tolstoy,https://en.wikipedia.org/wiki/War_and_Peace
Little Women,Book,Louisa May Alcott,https://en.wikipedia.org/wiki/Little_Women
The Da Vinci Code,Book,Dan Brown,https://en.wikipedia.org/wiki/The_Da_Vinci_Code
The Grapes of Wrath,Book,John Steinbeck,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath
Flowers for Algernon,Book,Daniel Keyes,https://en.wikipedia.org/wiki/Flowers_for_Algernon
Dune,Book,Frank Herbert,https://en.wikipedia.org/wiki/Dune_(novel)
Dune Messiah,Book,Frank Herbert,https://en.wikipedia.org/wiki/Dune_Messiah
Children of Dune,Book,Frank Herbert,https://en.wikipedia.org/wiki/Children_of_Dune
God Emperor of Dune,Book,Frank Herbert,https://en.wikipedia.org/wiki/God_Emperor_of_Dune
The Very Hungry Caterpillar,Book,Eric Carle,https://en.wikipedia.org/wiki/The_Very_Hungry_Caterpillar
The Wonderful Story of Henry Sugar and Six More,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_Wonderful_Story_of_Henry_Sugar_and_Six_More
The Magic Finger,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_Magic_Finger
Danny the Champion of the World,Book,Roald Dahl,"https://en.wikipedia.org/wiki/Danny,_the_Champion_of_the_World"
Boy: Tales of Childhood,Book,Roald Dahl,https://en.wikipedia.org/wiki/Boy_(autobiography)
The Enormous Crocodile,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_Enormous_Crocodile
The Giraffe and the Pelly and Me,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_Giraffe_and_the_Pelly_and_Me
Esio Trot,Book,Roald Dahl,https://en.wikipedia.org/wiki/Esio_Trot
George's Marvellous Medicine,Book,Roald Dahl,https://en.wikipedia.org/wiki/George%27s_Marvellous_Medicine
Fantastic Mr Fox,Book,Roald Dahl,https://en.wikipedia.org/wiki/Fantastic_Mr_Fox
The BFG,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_BFG
Charlie and the Chocolate Factory,Book,Roald Dahl,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory
Charlie and the Great Glass Elevator,Book,Roald Dahl,https://en.wikipedia.org/wiki/Charlie_and_the_Great_Glass_Elevator
Matilda,Book,Roald Dahl,https://en.wikipedia.org/wiki/Matilda_(novel)
The Witches,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_Witches_(novel)
James and the Giant Peach,Book,Roald Dahl,https://en.wikipedia.org/wiki/James_and_the_Giant_Peach
The Twits,Book,Roald Dahl,https://en.wikipedia.org/wiki/The_Twits
The Tale of Peter Rabbit,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Peter_Rabbit
The Tale of Squirrel Nutkin,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Squirrel_Nutkin
The Tailor of Gloucester,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tailor_of_Gloucester
The Tale of Benjamin Bunny,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Benjamin_Bunny
The Tale of Two Bad Mice,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Two_Bad_Mice
The Tale of Mrs. Tiggy-Winkle,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Mrs._Tiggy-Winkle
The Tale of the Pie and the Patty-Pan,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_the_Pie_and_the_Patty-Pan
The Tale of Mr. Jeremy Fisher,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Mr._Jeremy_Fisher
The Story of A Fierce Bad Rabbit,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Story_of_a_Fierce_Bad_Rabbit
The Story of Miss Moppet,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Story_of_Miss_Moppet
The Tale of Tom Kitten,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Tom_Kitten
The Tale of Jemima Puddle-Duck,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Jemima_Puddle-Duck
The Tale of Samuel Whiskers or The Roly-Poly Pudding,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Samuel_Whiskers_or_The_Roly-Poly_Pudding
The Tale of the Flopsy Bunnies,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_the_Flopsy_Bunnies
The Tale of Ginger and Pickles,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Ginger_and_Pickles
The Tale of Mrs. Tittlemouse,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Mrs._Tittlemouse
The Tale of Timmy Tiptoes,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Timmy_Tiptoes
The Tale of Mr. Tod,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Mr._Tod
The Tale of Pigling Bland,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Pigling_Bland
Appley Dapply's Nursery Rhymes,Book,Beatrix Potter,https://en.wikipedia.org/wiki/Appley_Dapply%27s_Nursery_Rhymes
The Tale of Johnny Town-Mouse,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Johnny_Town-Mouse
Cecily Parsley's Nursery Rhymes,Book,Beatrix Potter,https://en.wikipedia.org/wiki/Cecily_Parsley%27s_Nursery_Rhymes
The Tale of Little Pig Robinson,Book,Beatrix Potter,https://en.wikipedia.org/wiki/The_Tale_of_Little_Pig_Robinson
When We Were Very Young,Book,A. A. Milne,https://en.wikipedia.org/wiki/When_We_Were_Very_Young
Now We Are Six,Book,A. A. Milne,https://en.wikipedia.org/wiki/Now_We_Are_Six
Winnie-the-Pooh,Book,A. A. Milne,https://en.wikipedia.org/wiki/Winnie-the-Pooh_(book)
The House at Pooh Corner,Book,A. A. Milne,https://en.wikipedia.org/wiki/The_House_at_Pooh_Corner
Lord of the Flies,Book,William Golding,https://en.wikipedia.org/wiki/Lord_of_the_Flies
Ulysses,Book,James Joyce,https://en.wikipedia.org/wiki/Ulysses_(novel)
The Great Gatsby,Book,F. Scott Fitzgerald,https://en.wikipedia.org/wiki/The_Great_Gatsby
Lolita,Book,Vladimir Nabokov,https://en.wikipedia.org/wiki/Lolita
Nineteen Eighty-Four,Book,George Orwell,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four
Animal Farm,Book,George Orwell,https://en.wikipedia.org/wiki/Animal_Farm
Rani and Sukh,Book,Bali Rai,https://en.wikipedia.org/wiki/Bali_Rai#Works
"Frankenstein; or, The Modern Prometheus",Book,Mary Shelley,https://en.wikipedia.org/wiki/Frankenstein
The Old Man and the Sea,Book,Ernest Hemingway,https://en.wikipedia.org/wiki/The_Old_Man_and_the_Sea
Charlotte's Web,Book,,https://en.wikipedia.org/wiki/Charlotte%27s_Web
"Moby-Dick; or, The Whale",Book,Herman Melville,https://en.wikipedia.org/wiki/Moby-Dick
Don Quixote,Book,Miguel de Cervantes,https://en.wikipedia.org/wiki/Don_Quixote
It,Book,Stephen King,https://en.wikipedia.org/wiki/It_(novel)
The Handmaid's Tale,Book,Margaret Atwood,https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale
A Study in Scarlet,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/A_Study_in_Scarlet
The Sign of the Four,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/The_Sign_of_the_Four
The Adventures of Sherlock Holmes,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/The_Adventures_of_Sherlock_Holmes
The Memoirs of Sherlock Holmes,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/The_Memoirs_of_Sherlock_Holmes
The Hound of the Baskervilles,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/The_Hound_of_the_Baskervilles
The Return of Sherlock Holmes,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/The_Return_of_Sherlock_Holmes
The Valley of Fear,Book,Arthur Conan Doyle,https://en.wikipedia.org/wiki/The_Valley_of_Fear
The Raven,Book,Edgar Allan Poe,https://en.wikipedia.org/wiki/The_Raven
The Tell-Tale Heart,Book,Edgar Allan Poe,https://en.wikipedia.org/wiki/The_Tell-Tale_Heart
The Fall of the House of Usher,Book,Edgar Allan Poe,https://en.wikipedia.org/wiki/The_Fall_of_the_House_of_Usher
The Picture of Dorian Gray,Book,Oscar Wilde,https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray
Far from the Madding Crowd,Book,Thomas Hardy,https://en.wikipedia.org/wiki/Far_from_the_Madding_Crowd
The Mayor of Casterbridge,Book,Thomas Hardy,https://en.wikipedia.org/wiki/The_Mayor_of_Casterbridge
Tess of the d'Urbervilles: A Pure Woman,Book,Thomas Hardy,https://en.wikipedia.org/wiki/Tess_of_the_d%27Urbervilles
Jude the Obscure,Book,Thomas Hardy,https://en.wikipedia.org/wiki/Jude_the_Obscure
Les Misérables,Book,Victor Hugo,https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables
Dracula,Book,Bram Stoker,https://en.wikipedia.org/wiki/Dracula
A Tale of Two Cities,Book,Charles Dickens,https://en.wikipedia.org/wiki/A_Tale_of_Two_Cities
Pride and Prejudice,Book,Jane Austen,https://en.wikipedia.org/wiki/Pride_and_Prejudice
Where's Wally?,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_(book)
Where's Wally Now?,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally_Now%3F
Where's Wally? The Fantastic Journey,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Fantastic_Journey
Where's Wally in Hollywood?,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally_in_Hollywood%3F
Where's Wally? The Wonder Book,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Wonder_Book
Where's Waldo? The Great Picture Hunt!,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Great_Picture_Hunt!
Where's Wally?: The Incredible Paper Chase,Book,Martin Handford,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Incredible_Paper_Chase
Corduroy,Book,Don Freeman,https://en.wikipedia.org/wiki/Corduroy_(book)
Winnie the Witch,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Winnie_The_Witch_(1987)
Winnie in Winter,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Winnie Flies Again,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Winnie's Magic Wand,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Winnie's New Computer,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Winnie's_New_Computer_(2003)
Winnie at the Seaside,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Elmer the Patchwork Elephant,Book,Winnie the Witch,https://en.wikipedia.org/wiki/Elmer_the_Patchwork_Elephant
Madeline,Book,Ludwig Bemelmans,https://en.wikipedia.org/wiki/Madeline_(book)
Madeline's Rescue,Book,Ludwig Bemelmans,https://en.wikipedia.org/wiki/Madeline%27s_Rescue
Madeline and the Bad Hat,Book,Ludwig Bemelmans,https://en.wikipedia.org/wiki/Madeline_and_the_Bad_Hat
Madeline's Christmas,Book,Ludwig Bemelmans,https://en.wikipedia.org/wiki/Madeline%27s_Christmas
Madeline and the Gypsies,Book,Ludwig Bemelmans,https://en.wikipedia.org/wiki/Madeline_and_the_Gypsies
Madeline in London,Book,Ludwig Bemelmans,https://en.wikipedia.org/wiki/Madeline_in_London
Horrid Henry,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry_(book)
Horrid Henry and the Secret Club,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry Tricks the Tooth Fairy,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry_Tricks_the_Tooth_Fairy
Horrid Henry's Nits,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry Gets Rich Quick,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Haunted House,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and The Mummy's Curse,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Revenge,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Bogey Babysitter,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Stinkbomb,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Underpants,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry Meets The Queen,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Mega-Mean Time Machine,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Football Fiend,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Christmas Cracker,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Abominable Snowman,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Joke Book,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Jolly Joke Book,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Mighty Joke Book,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Hilariously Horrid Joke Book,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Purple Hand Gang Joke Book,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's All Time Favourite Joke Book,Book,Francesca Simon,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Fairy Tale,Book,Stephen King,https://en.wikipedia.org/wiki/Fairy_Tale_(novel)
The Merchant of Venice,Book,Shakespeare,https://en.wikipedia.org/wiki/The_Merchant_of_Venice
Julius Caesar,Book,Shakespeare,https://en.wikipedia.org/wiki/Julius_Caesar_(play)
Othello,Book,Shakespeare,https://en.wikipedia.org/wiki/Othello
As You Like It,Book,Shakespeare,https://en.wikipedia.org/wiki/As_You_Like_It
Antony and Cleopatra,Book,Shakespeare,https://en.wikipedia.org/wiki/Antony_and_Cleopatra
Hamlet,Book,Shakespeare,https://en.wikipedia.org/wiki/Hamlet
Henry V,Book,Shakespeare,https://en.wikipedia.org/wiki/Henry_V_(play)
Twelfth Night,Book,Shakespeare,https://en.wikipedia.org/wiki/Twelfth_Night
A Midsummer Night's Dream,Book,Shakespeare,https://en.wikipedia.org/wiki/A_Midsummer_Night%27s_Dream
Romeo and Juliet,Book,Shakespeare,https://en.wikipedia.org/wiki/Romeo_and_Juliet
The Tragedie of Macbeth,Book,Shakespeare,https://en.wikipedia.org/wiki/Macbeth
Much Ado About Nothing,Book,Shakespeare,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing
The Taming of the Shrew,Book,Shakespeare,https://en.wikipedia.org/wiki/The_Taming_of_the_Shrew
King Lear,Book,Shakespeare,https://en.wikipedia.org/wiki/King_Lear
Richard III,Book,Shakespeare,https://en.wikipedia.org/wiki/Richard_III_(play)
Mr. Men,Book,Roger Hargreaves,https://en.wikipedia.org/wiki/List_of_Mr._Men
Little Miss,Book,Roger Hargreaves,https://en.wikipedia.org/wiki/List_of_Little_Miss_characters
And to Think That I Saw It on Mulberry Street,Book,Dr. Seuss,https://en.wikipedia.org/wiki/And_to_Think_That_I_Saw_It_on_Mulberry_Street
The 500 Hats of Bartholomew Cubbins,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_500_Hats_of_Bartholomew_Cubbins
The King's Stilts,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_King%27s_Stilts
Horton Hatches the Egg,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Horton_Hatches_the_Egg
McElligot's Pool,Book,Dr. Seuss,https://en.wikipedia.org/wiki/McElligot%27s_Pool
Thidwick the Big-Hearted Moose,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Thidwick_the_Big-Hearted_Moose
Bartholomew and the Oobleck,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Bartholomew_and_the_Oobleck
If I Ran the Zoo,Book,Dr. Seuss,https://en.wikipedia.org/wiki/If_I_Ran_the_Zoo
Scrambled Eggs Super!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Scrambled_Eggs_Super!
Horton Hears a Who!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Horton_Hears_a_Who!
On Beyond Zebra!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/On_Beyond_Zebra!
If I Ran the Circus,Book,Dr. Seuss,https://en.wikipedia.org/wiki/If_I_Ran_the_Circus
The Cat in the Hat,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat
How the Grinch Stole Christmas!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/How_the_Grinch_Stole_Christmas!
Yertle the Turtle and Other Stories,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Yertle_the_Turtle_and_Other_Stories
The Cat in the Hat Comes Back,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat_Comes_Back
Happy Birthday to You!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Happy_Birthday_to_You!
Green Eggs and Ham,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Green_Eggs_and_Ham
"One Fish, Two Fish, Red Fish, Blue Fish",Book,Dr. Seuss,"https://en.wikipedia.org/wiki/One_Fish,_Two_Fish,_Red_Fish,_Blue_Fish"
The Sneetches and Other Stories,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Sneetches_and_Other_Stories
Dr. Seuss's Sleep Book,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Dr._Seuss%27s_Sleep_Book
Dr. Seuss's ABC,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Dr._Seuss%27s_ABC
Hop on Pop,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Hop_on_Pop
Fox in Socks,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Fox_in_Socks
I Had Trouble in Getting to Solla Sollew,Book,Dr. Seuss,https://en.wikipedia.org/wiki/I_Had_Trouble_in_Getting_to_Solla_Sollew
The Foot Book,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Foot_Book
I Can Lick 30 Tigers Today! and Other Stories,Book,Dr. Seuss,https://en.wikipedia.org/wiki/I_Can_Lick_30_Tigers_Today!_and_Other_Stories
My Book about ME,Book,Dr. Seuss,https://en.wikipedia.org/wiki/My_Book_about_ME
Mr. Brown Can Moo! Can You?,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Mr._Brown_Can_Moo!_Can_You%3F
The Lorax,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Lorax
Marvin K. Mooney Will You Please Go Now!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Marvin_K._Mooney_Will_You_Please_Go_Now!
Did I Ever Tell You How Lucky You Are?,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Did_I_Ever_Tell_You_How_Lucky_You_Are%3F
The Shape of Me and Other Stuff,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Shape_of_Me_and_Other_Stuff
Great Day for Up!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Great_Day_for_Up!
There's a Wocket in My Pocket,Book,Dr. Seuss,https://en.wikipedia.org/wiki/There%27s_a_Wocket_in_My_Pocket
"Oh, the Thinks You Can Think!",Book,Dr. Seuss,"https://en.wikipedia.org/wiki/Oh,_the_Thinks_You_Can_Think!"
I Can Read with My Eyes Shut!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/I_Can_Read_with_My_Eyes_Shut!
Oh Say Can You Say?,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Oh_Say_Can_You_Say%3F
Hunches in Bunches,Book,Dr. Seuss,https://en.wikipedia.org/wiki/Hunches_in_Bunches
The Butter Battle Book,Book,Dr. Seuss,https://en.wikipedia.org/wiki/The_Butter_Battle_Book
You're Only Old Once!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/You%27re_Only_Old_Once!
I Am Not Going to Get Up Today!,Book,Dr. Seuss,https://en.wikipedia.org/wiki/I_Am_Not_Going_to_Get_Up_Today!
"Oh, the Places You'll Go!",Book,Dr. Seuss,"https://en.wikipedia.org/wiki/Oh,_the_Places_You%27ll_Go!"
The Adventures of Captain Underpants,Book,Dav Pilkey,https://en.wikipedia.org/wiki/The_Adventures_of_Captain_Underpants
